Date,AL,AT,BA,BE,BG,CH,CY,CZ,DE,DK,EE,EL,ES,FI,FR,HR,HU,IE,IS,IT,LI,LT,LU,LV,ME,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,TR,UK
1982-03-26,,8662.98,,,,21303.13,,,1347.53,,,,59762.27,,44872.44,,,,,13582.18,,,,,,,,,293291.73,,6704.67,11222.35,,174350.58,,668.07,,
1982-03-27,,8962.73,,,,20717.92,,,1264.47,,,,61414.55,,40077.86,,,,,13209.67,,,,,,,,,297321.49,,5850.06,10620.64,,189648.58,,605.3,,
1982-03-28,,9524.92,,,,19490.12,,,1241.4,,,,62866.08,,39862.74,,,,,13218.05,,,,,,,,,304936.99,,6196.21,10419.11,,186625.01,,552.42,,
1982-03-29,,9137.95,,,,19828.81,,,1327.93,,,,70039.11,,42774.47,,,,,13674.95,,,,,,,,,309051.67,,5507.19,10368.5,,184142.36,,507.75,,
1982-03-30,,8689.41,,,,19865.23,,,1342.42,,,,67874.51,,57735.9,,,,,13742.54,,,,,,,,,308476.49,,5573.56,10904.18,,187120.64,,516.82,,
1982-03-31,,8612.4,,,,19781.1,,,1364.42,,,,76769.62,,57785.5,,,,,12985.62,,,,,,,,,321347.39,,6072.46,11738.0,,177301.5,,503.08,,
1982-04-01,,7947.92,,,,19458.12,,,1424.25,,,,81459.61,,42870.68,,,,,12797.64,,,,,,,,,324165.56,,6173.54,12581.78,,172552.55,,509.2,,
1982-04-02,,8650.97,,,,19451.54,,,1404.96,,,,81696.67,,40951.23,,,,,13217.55,,,,,,,,,316113.06,,6160.87,12485.06,,177470.27,,467.1,,
1982-04-03,,8529.17,,,,19016.88,,,1373.08,,,,83633.11,,41146.42,,,,,13768.49,,,,,,,,,308122.34,,6037.6,13153.64,,172342.73,,458.93,,
1982-04-04,,8562.9,,,,18635.8,,,1412.03,,,,86345.43,,37005.6,,,,,14134.38,,,,,,,,,296451.94,,6081.5,13219.09,,180808.46,,450.18,,
1982-04-05,,9542.0,,,,17485.63,,,1373.83,,,,90042.31,,35430.19,,,,,14426.54,,,,,,,,,308599.77,,6177.21,14262.89,,185565.25,,526.32,,
1982-04-06,,9416.26,,,,16882.12,,,1351.56,,,,89994.03,,36589.81,,,,,13563.81,,,,,,,,,302812.92,,6326.21,13179.19,,177746.25,,520.77,,
1982-04-07,,9907.94,,,,15969.85,,,1218.25,,,,88776.97,,39469.19,,,,,13300.47,,,,,,,,,287295.36,,5705.07,12858.06,,176904.46,,500.79,,
1982-04-08,,10398.13,,,,16329.26,,,1344.07,,,,88720.84,,41218.94,,,,,13497.48,,,,,,,,,303327.66,,5164.39,12007.27,,180776.19,,475.25,,
1982-04-09,,10505.52,,,,16831.78,,,1297.79,,,,90032.96,,46187.4,,,,,13167.22,,,,,,,,,304874.0,,5036.15,12376.89,,196812.36,,515.65,,
1982-04-10,,10478.18,,,,16723.01,,,1290.14,,,,88394.43,,45428.9,,,,,12819.06,,,,,,,,,310369.33,,4814.16,12894.53,,181956.96,,557.66,,
1982-04-11,,10036.81,,,,17372.83,,,1344.77,,,,89490.94,,44820.21,,,,,12471.0,,,,,,,,,313999.51,,5728.46,12976.55,,194886.67,,523.67,,
1982-04-12,,9777.65,,,,17229.87,,,1287.65,,,,94224.65,,40265.14,,,,,12373.01,,,,,,,,,313301.19,,5902.75,12446.95,,184528.19,,543.72,,
1982-04-13,,9622.52,,,,18048.9,,,1245.97,,,,99095.5,,52285.22,,,,,13068.91,,,,,,,,,314367.9,,4224.56,12281.82,,184885.22,,508.56,,
1982-04-14,,9499.67,,,,17886.03,,,1302.46,,,,98491.87,,49931.26,,,,,12906.36,,,,,,,,,305330.68,,4179.83,12764.01,,184832.78,,506.72,,
1982-04-15,,9334.37,,,,17491.02,,,1373.39,,,,96945.43,,36200.85,,,,,13082.56,,,,,,,,,301932.45,,4085.91,13440.49,,186258.58,,549.48,,
1982-04-16,,10097.19,,,,16741.6,,,1408.86,,,,94361.91,,38743.07,,,,,13179.59,,,,,,,,,296478.27,,3824.54,16211.86,,172550.47,,534.59,,
1982-04-17,,9990.6,,,,16395.98,,,1511.42,,,,111900.26,,36188.62,,,,,13279.23,,,,,,,,,284227.16,,4458.23,15614.13,,185391.37,,552.33,,
1982-04-18,,9946.78,,,,16311.72,,,1434.04,,,,132111.24,,36190.84,,,,,13227.49,,,,,,,,,292730.78,,4742.21,13437.6,,190999.71,,569.62,,
1982-04-19,,10030.16,,,,16179.41,,,1492.96,,,,130745.66,,37054.37,,,,,13262.08,,,,,,,,,278822.75,,4910.32,13720.51,,185416.05,,543.33,,
1982-04-20,,9843.0,,,,16409.57,,,1467.73,,,,125903.63,,36993.32,,,,,12924.53,,,,,,,,,275687.81,,4700.48,15902.89,,183791.96,,533.05,,
1982-04-21,,9979.73,,,,17234.32,,,1500.97,,,,108632.92,,37926.78,,,,,12416.65,,,,,,,,,273093.94,,4602.0,15357.72,,184579.87,,559.45,,
1982-04-22,,9947.89,,,,17048.13,,,1691.86,,,,104588.57,,36392.28,,,,,12400.02,,,,,,,,,263441.3,,4633.76,12979.06,,173210.24,,547.8,,
1982-04-23,,9709.05,,,,17244.41,,,1682.86,,,,87024.82,,35002.38,,,,,12349.96,,,,,,,,,261637.44,,4555.24,13299.66,,161567.49,,566.12,,
1982-04-24,,9161.57,,,,17411.37,,,1547.27,,,,82488.93,,35432.53,,,,,12786.84,,,,,,,,,278459.12,,4700.08,13979.09,,168771.83,,548.34,,
1982-04-25,,6853.67,,,,18951.21,,,1841.64,,,,80537.62,,34985.32,,,,,13415.23,,,,,,,,,263450.65,,4655.62,13483.32,,172310.45,,526.51,,
1982-04-26,,6697.66,,,,19925.82,,,2255.28,,,,74781.62,,32297.14,,,,,11659.2,,,,,,,,,265388.39,,4160.26,13262.33,,164716.52,,474.96,,
1982-04-27,,7303.33,,,,19106.14,,,2125.25,,,,70834.3,,32308.91,,,,,11601.89,,,,,,,,,272129.37,,3829.92,14065.22,,160687.9,,516.33,,
1982-04-28,,6720.72,,,,19485.12,,,1788.18,,,,68665.16,,30906.47,,,,,12977.36,,,,,,,,,262002.39,,3798.37,14064.43,,163282.3,,490.48,,
1982-04-29,,6423.86,,,,20792.55,,,1671.65,,,,71188.17,,30041.31,,,,,11566.29,,,,,,,,,273861.6,,3664.49,14167.4,,162675.72,,479.93,,
1982-04-30,,6384.99,,,,21335.61,,,1685.63,,,,69296.48,,31700.28,,,,,13198.15,,,,,,,,,273679.63,,3600.98,14884.92,,163217.7,,512.59,,
1982-05-01,,6618.55,,,,21551.87,,,1614.47,,,,70448.58,,29040.56,,,,,11983.57,,,,,,,,,268201.68,,3779.04,14335.82,,168708.28,,546.54,,
1982-05-02,,6426.07,,,,21460.04,,,1648.11,,,,68970.08,,29703.34,,,,,12559.17,,,,,,,,,287677.65,,3726.95,14432.78,,168397.34,,548.67,,
1982-05-03,,6923.02,,,,20767.71,,,1744.3,,,,62061.31,,29206.05,,,,,11786.6,,,,,,,,,278163.92,,3736.62,13469.19,,173191.32,,520.21,,
1982-05-04,,6545.63,,,,19994.56,,,1794.64,,,,58273.17,,29930.09,,,,,11295.79,,,,,,,,,266532.04,,4150.61,12575.93,,172896.86,,477.96,,
1982-05-05,,6739.45,,,,20163.26,,,1729.99,,,,54528.54,,33321.89,,,,,13170.36,,,,,,,,,269710.08,,4278.89,13265.64,,171465.15,,475.79,,
1982-05-06,,6971.54,,,,20439.59,,,1620.37,,,,53917.3,,32618.58,,,,,13353.51,,,,,,,,,260395.23,,4436.49,14081.92,,177623.86,,464.06,,
1982-05-07,,6858.24,,,,20860.11,,,1801.33,,,,51202.02,,33979.27,,,,,12540.53,,,,,,,,,276231.66,,4653.31,14298.25,,177203.93,,512.87,,
1982-05-08,,7191.95,,,,20713.62,,,1824.56,,,,48993.56,,34543.58,,,,,12456.17,,,,,,,,,259338.39,,4308.96,14797.55,,160226.8,,499.67,,
1982-05-09,,7254.39,,,,20620.27,,,1904.51,,,,48838.26,,34653.14,,,,,13165.51,,,,,,,,,260759.63,,4401.72,14499.31,,166876.26,,555.78,,
1982-05-10,,6808.22,,,,20927.8,,,2146.58,,,,48608.02,,33944.88,,,,,13324.39,,,,,,,,,260892.81,,4245.4,14823.42,,179519.79,,618.85,,
1982-05-11,,6697.74,,,,20342.67,,,2084.66,,,,48435.67,,30568.74,,,,,13012.25,,,,,,,,,261532.79,,3936.73,16326.87,,182622.4,,593.94,,
1982-05-12,,6487.89,,,,19941.71,,,2064.05,,,,49912.56,,28886.32,,,,,13258.91,,,,,,,,,260339.37,,4629.57,14153.19,,185292.73,,609.17,,
1982-05-13,,6562.85,,,,19027.87,,,2243.5,,,,48695.57,,29399.93,,,,,12964.28,,,,,,,,,265114.83,,4657.75,12417.42,,184253.42,,592.9,,
1982-05-14,,6426.42,,,,18089.29,,,2199.62,,,,48972.67,,28649.04,,,,,13304.28,,,,,,,,,275929.6,,4328.76,12851.74,,183237.26,,546.42,,
1982-05-15,,6389.95,,,,18929.33,,,2087.63,,,,50637.79,,28287.18,,,,,12672.45,,,,,,,,,274579.84,,4714.2,12365.57,,180284.93,,485.19,,
1982-05-16,,6449.04,,,,20701.23,,,2122.56,,,,50447.07,,28655.51,,,,,13134.31,,,,,,,,,269516.62,,5198.61,11175.08,,181024.58,,484.14,,
1982-05-17,,6758.46,,,,21091.57,,,2013.73,,,,50113.66,,28064.89,,,,,13309.84,,,,,,,,,258652.95,,5381.82,13556.79,,168071.4,,477.59,,
1982-05-18,,7357.15,,,,21156.84,,,1864.84,,,,50551.72,,29691.0,,,,,13045.49,,,,,,,,,256817.26,,5470.27,13544.47,,161138.04,,429.09,,
1982-05-19,,8046.81,,,,21397.98,,,2164.58,,,,51569.93,,29140.71,,,,,12264.72,,,,,,,,,252824.38,,5536.6,13877.27,,160526.72,,459.55,,
1982-05-20,,8068.39,,,,20999.65,,,2461.4,,,,51599.41,,29042.56,,,,,12248.48,,,,,,,,,261046.7,,5316.72,14249.98,,165606.93,,453.77,,
1982-05-21,,8618.92,,,,21203.81,,,2531.72,,,,50609.08,,29333.84,,,,,12358.96,,,,,,,,,259050.29,,5324.45,14422.33,,164906.54,,487.19,,
1982-05-22,,9736.62,,,,21216.76,,,2660.99,,,,50078.88,,30115.92,,,,,12439.9,,,,,,,,,261339.85,,5195.71,14602.79,,165933.58,,487.45,,
1982-05-23,,9525.7,,,,22723.74,,,2447.33,,,,50246.11,,30264.4,,,,,12430.91,,,,,,,,,244274.09,,4794.79,15275.37,,159679.01,,480.59,,
1982-05-24,,12814.16,,,,22350.98,,,2410.31,,,,47581.11,,31320.84,,,,,12878.0,,,,,,,,,259573.71,,4689.25,18704.62,,165812.49,,583.61,,
1982-05-25,,9790.7,,,,22319.29,,,2278.28,,,,50605.25,,29244.54,,,,,12537.48,,,,,,,,,256282.3,,5176.68,16077.12,,164429.84,,639.06,,
1982-05-26,,8628.43,,,,22446.22,,,2257.08,,,,53814.92,,30246.09,,,,,12333.46,,,,,,,,,245886.27,,4937.48,16745.37,,162659.82,,572.35,,
1982-05-27,,8924.61,,,,23368.91,,,2275.77,,,,54217.8,,29674.23,,,,,13581.77,,,,,,,,,257471.61,,4637.51,18162.56,,158982.54,,517.8,,
1982-05-28,,11429.7,,,,23880.06,,,2241.38,,,,55281.77,,30374.71,,,,,20229.55,,,,,,,,,258190.37,,4963.78,19637.19,,151471.01,,514.49,,
1982-05-29,,12388.41,,,,23976.95,,,2213.52,,,,53645.0,,30836.31,,,,,20286.46,,,,,,,,,255899.72,,5504.06,19703.87,,166152.48,,514.58,,
1982-05-30,,12124.44,,,,23419.72,,,2099.7,,,,55140.79,,30681.61,,,,,19811.65,,,,,,,,,250999.93,,5185.68,19254.95,,171234.78,,512.84,,
1982-05-31,,12303.03,,,,24392.5,,,2016.06,,,,57009.1,,30978.22,,,,,19806.3,,,,,,,,,255210.65,,5115.73,18553.61,,172282.33,,512.08,,
1982-06-01,,11920.6,,,,25119.73,,,2110.37,,,,56755.5,,30895.42,,,,,22773.83,,,,,,,,,277290.48,,5341.93,19032.73,,172032.29,,513.9,,
1982-06-02,,12922.38,,,,24901.72,,,2431.36,,,,76098.93,,31293.36,,,,,22873.02,,,,,,,,,290059.47,,5244.78,19880.64,,172453.21,,504.52,,
1982-06-03,,13136.47,,,,24953.16,,,2804.5,,,,79160.42,,31335.5,,,,,23197.57,,,,,,,,,284177.94,,5212.89,20006.73,,174410.6,,500.19,,
1982-06-04,,13006.1,,,,26568.26,,,3075.85,,,,84180.93,,32203.27,,,,,22829.33,,,,,,,,,283054.51,,5080.56,21407.45,,169569.65,,494.16,,
1982-06-05,,13168.66,,,,28610.52,,,3081.17,,,,81389.1,,32947.07,,,,,22634.06,,,,,,,,,279573.29,,5026.62,22084.41,,162710.08,,507.52,,
1982-06-06,,12791.0,,,,28288.92,,,2911.95,,,,79687.77,,33571.99,,,,,22767.74,,,,,,,,,287692.03,,5375.43,21969.34,,161003.05,,500.25,,
1982-06-07,,12893.66,,,,29151.4,,,3029.12,,,,79493.55,,32383.51,,,,,22621.65,,,,,,,,,289554.96,,5312.22,21491.34,,162838.79,,504.31,,
1982-06-08,,13682.19,,,,27703.77,,,3353.66,,,,73691.63,,33321.86,,,,,23176.42,,,,,,,,,290691.24,,5214.42,20657.86,,160586.3,,539.85,,
1982-06-09,,13620.48,,,,27331.19,,,3664.54,,,,66871.52,,34778.09,,,,,22986.67,,,,,,,,,277100.48,,5402.23,19919.4,,154637.77,,532.32,,
1982-06-10,,13330.1,,,,28190.35,,,3710.12,,,,66814.6,,36102.4,,,,,22599.22,,,,,,,,,275035.66,,5356.62,20219.12,,156778.69,,542.98,,
1982-06-11,,13535.02,,,,28169.89,,,2823.46,,,,68544.09,,38046.01,,,,,22917.63,,,,,,,,,258681.84,,5398.8,19694.48,,159967.67,,520.22,,
1982-06-12,,18134.86,,,,27341.05,,,2809.42,,,,65018.67,,39466.06,,,,,22938.1,,,,,,,,,275647.99,,5506.23,19881.81,,157688.98,,475.2,,
1982-06-13,,17332.59,,,,26228.54,,,3136.47,,,,66125.2,,38178.35,,,,,11796.26,,,,,,,,,272278.99,,5545.32,19221.4,,158613.25,,458.79,,
1982-06-14,,18351.87,,,,25570.63,,,3226.44,,,,62324.86,,37273.97,,,,,12288.7,,,,,,,,,266102.86,,5509.52,23793.84,,158958.84,,414.28,,
1982-06-15,,17415.32,,,,26936.47,,,3851.91,,,,62515.74,,35862.35,,,,,12195.04,,,,,,,,,274938.3,,5585.89,19844.15,,160891.22,,362.76,,
1982-06-16,,17233.46,,,,29205.71,,,3376.88,,,,59128.45,,38597.74,,,,,15777.93,,,,,,,,,275022.72,,6192.95,19589.52,,154834.46,,415.21,,
1982-06-17,,15724.26,,,,30955.93,,,3658.31,,,,65788.2,,40500.83,,,,,22867.43,,,,,,,,,274895.73,,6010.07,16629.35,,155685.72,,521.54,,
1982-06-18,,15630.42,,,,31801.91,,,3929.0,,,,66646.93,,40717.2,,,,,23224.7,,,,,,,,,272514.42,,5710.54,17275.58,,152324.33,,520.89,,
1982-06-19,,14619.76,,,,33023.35,,,4202.53,,,,52628.56,,38949.86,,,,,23122.03,,,,,,,,,263476.76,,5602.46,20401.49,,154424.58,,445.87,,
1982-06-20,,13587.27,,,,32088.66,,,4188.34,,,,54149.94,,40783.94,,,,,23298.03,,,,,,,,,271917.0,,5007.03,18188.45,,155119.78,,464.94,,
1982-06-21,,13740.93,,,,32344.59,,,4102.9,,,,49265.57,,43066.19,,,,,23649.44,,,,,,,,,272945.95,,4789.97,17756.97,,154764.25,,441.35,,
1982-06-22,,13703.47,,,,32256.58,,,3374.0,,,,45908.71,,47032.49,,,,,23329.26,,,,,,,,,277419.3,,4763.19,17680.75,,151833.84,,440.26,,
1982-06-23,,12443.69,,,,31514.49,,,3991.83,,,,47077.21,,47687.7,,,,,23447.84,,,,,,,,,274300.45,,4466.94,18058.77,,148238.98,,468.31,,
1982-06-24,,15704.24,,,,31393.78,,,4020.24,,,,43280.68,,47074.83,,,,,25371.87,,,,,,,,,274024.45,,4696.72,17536.13,,144637.63,,443.34,,
1982-06-25,,16876.45,,,,34569.33,,,3482.7,,,,48432.11,,46987.98,,,,,24295.07,,,,,,,,,278240.17,,4156.46,16995.54,,143638.95,,445.91,,
1982-06-26,,16844.26,,,,34631.07,,,3475.27,,,,54317.99,,40359.9,,,,,23777.74,,,,,,,,,286535.17,,4175.24,17156.28,,141034.71,,474.88,,
1982-06-27,,17782.11,,,,31990.35,,,3916.0,,,,55432.09,,37754.33,,,,,23004.58,,,,,,,,,293232.1,,4156.74,17542.12,,142898.17,,493.52,,
1982-06-28,,17195.39,,,,32079.09,,,2749.47,,,,57029.22,,42916.21,,,,,22899.93,,,,,,,,,279629.32,,3643.23,16037.96,,138940.6,,588.0,,
1982-06-29,,16576.3,,,,32140.36,,,2707.5,,,,57185.18,,41267.78,,,,,21672.35,,,,,,,,,285402.84,,3038.99,15650.94,,142372.59,,683.49,,
1982-06-30,,17396.92,,,,32280.8,,,2647.78,,,,57344.67,,47475.22,,,,,20061.69,,,,,,,,,292463.28,,3493.69,16184.78,,146899.02,,619.82,,
1982-07-01,,15766.78,,,,30970.76,,,2675.53,,,,57684.43,,38483.13,,,,,19760.14,,,,,,,,,284802.82,,3322.43,13220.97,,153172.83,,596.65,,
1982-07-02,,15056.83,,,,29182.48,,,2541.73,,,,55162.96,,37163.4,,,,,19626.35,,,,,,,,,284732.26,,3763.08,13116.97,,149590.41,,580.26,,
1982-07-03,,14452.84,,,,40203.3,,,2602.19,,,,53435.13,,38123.02,,,,,21133.23,,,,,,,,,259886.57,,3106.56,14256.8,,147071.3,,576.12,,
1982-07-04,,13852.5,,,,46098.66,,,2786.85,,,,52927.36,,41445.33,,,,,23896.89,,,,,,,,,259598.14,,3908.9,15183.02,,147509.24,,551.73,,
1982-07-05,,12996.96,,,,49091.59,,,2713.92,,,,53167.41,,36192.24,,,,,23861.51,,,,,,,,,265356.9,,3301.02,14125.72,,154034.87,,554.73,,
1982-07-06,,12775.48,,,,48617.84,,,2737.22,,,,53809.5,,34701.14,,,,,23208.33,,,,,,,,,280766.66,,3381.3,14287.06,,154493.18,,548.79,,
1982-07-07,,12485.9,,,,48489.18,,,2712.64,,,,54538.06,,35604.04,,,,,23389.95,,,,,,,,,292305.02,,3836.28,13896.24,,159550.25,,597.02,,
1982-07-08,,11332.16,,,,49210.99,,,2600.12,,,,52189.44,,32170.18,,,,,22824.41,,,,,,,,,293563.99,,3826.0,13112.75,,164190.28,,597.16,,
1982-07-09,,11186.57,,,,49054.49,,,2657.4,,,,51418.7,,31104.84,,,,,19981.19,,,,,,,,,294403.05,,3786.87,14051.06,,165782.48,,587.6,,
1982-07-10,,13983.89,,,,49106.15,,,2702.93,,,,50876.77,,31177.16,,,,,21531.25,,,,,,,,,290521.36,,3203.54,15207.26,,161783.06,,569.33,,
1982-07-11,,12205.72,,,,49020.1,,,2645.0,,,,47248.31,,31816.26,,,,,21985.27,,,,,,,,,289875.63,,2790.41,14477.13,,161988.12,,566.11,,
1982-07-12,,13585.46,,,,49148.16,,,2435.34,,,,46423.53,,32412.72,,,,,22633.8,,,,,,,,,291010.63,,2435.8,16425.02,,161496.01,,1094.83,,
1982-07-13,,11825.34,,,,48986.22,,,2425.53,,,,47153.01,,35485.52,,,,,22456.45,,,,,,,,,289864.84,,2853.09,20335.44,,169620.36,,1131.16,,
1982-07-14,,11193.96,,,,49555.31,,,2343.04,,,,46615.38,,33227.34,,,,,22468.91,,,,,,,,,286626.28,,2757.44,20508.54,,162285.63,,1082.06,,
1982-07-15,,10750.57,,,,49017.05,,,2370.65,,,,45330.91,,34674.25,,,,,22752.03,,,,,,,,,292063.44,,2839.16,20482.59,,156646.29,,1101.75,,
1982-07-16,,11624.7,,,,46609.29,,,2526.78,,,,44362.37,,34709.6,,,,,23798.56,,,,,,,,,266722.59,,2810.89,21464.58,,142186.61,,1078.86,,
1982-07-17,,11844.76,,,,43773.17,,,2385.61,,,,43100.92,,32006.48,,,,,23256.66,,,,,,,,,278758.75,,2610.21,22864.88,,139266.62,,671.86,,
1982-07-18,,19196.28,,,,43982.97,,,2319.89,,,,41953.25,,33373.65,,,,,21857.09,,,,,,,,,279986.45,,2613.6,22855.47,,156500.25,,952.79,,
1982-07-19,,11496.18,,,,44827.16,,,2243.59,,,,43337.24,,32145.16,,,,,22513.43,,,,,,,,,283491.5,,2555.98,22919.59,,166930.05,,929.01,,
1982-07-20,,17861.99,,,,39590.52,,,2666.25,,,,43969.75,,32337.37,,,,,24051.03,,,,,,,,,263721.92,,2588.63,23506.16,,147573.45,,910.54,,
1982-07-21,,17862.99,,,,36329.8,,,4671.08,,,,44558.21,,34059.55,,,,,26589.6,,,,,,,,,279025.63,,2517.89,21258.91,,169995.74,,987.69,,
1982-07-22,,17500.22,,,,35344.91,,,3232.41,,,,45078.23,,33429.29,,,,,26414.09,,,,,,,,,277563.82,,2681.09,21299.79,,169058.9,,1112.36,,
1982-07-23,,17172.98,,,,37553.06,,,3402.54,,,,44701.8,,34416.38,,,,,23415.64,,,,,,,,,273615.03,,2884.37,22679.97,,150649.69,,550.89,,
1982-07-24,,17792.71,,,,37956.55,,,2174.83,,,,45212.37,,35117.67,,,,,20922.17,,,,,,,,,290295.93,,2586.94,23398.26,,165086.41,,543.49,,
1982-07-25,,20241.61,,,,41195.64,,,1970.52,,,,49168.42,,35145.22,,,,,20953.33,,,,,,,,,283617.32,,2828.87,24457.88,,145896.54,,663.33,,
1982-07-26,,18863.89,,,,33832.57,,,1852.11,,,,41865.57,,35062.94,,,,,21152.17,,,,,,,,,279212.88,,2878.86,23219.22,,155250.51,,533.67,,
1982-07-27,,18300.94,,,,31255.0,,,1882.9,,,,40080.05,,34895.49,,,,,21415.41,,,,,,,,,286658.51,,2867.72,21771.9,,165495.91,,494.4,,
1982-07-28,,18653.0,,,,32255.16,,,1730.56,,,,39904.08,,35468.21,,,,,21573.12,,,,,,,,,288439.03,,3092.04,24159.87,,162884.88,,462.01,,
1982-07-29,,19505.73,,,,32041.7,,,1663.48,,,,43377.87,,35289.97,,,,,20549.8,,,,,,,,,291184.2,,2543.13,23600.48,,160551.82,,462.4,,
1982-07-30,,19671.62,,,,32675.66,,,1629.68,,,,48301.85,,31863.28,,,,,26008.87,,,,,,,,,287938.51,,2274.93,22008.67,,158820.14,,453.24,,
1982-07-31,,18985.83,,,,32184.36,,,1614.22,,,,43002.22,,30584.39,,,,,23878.32,,,,,,,,,290496.84,,2737.8,21948.03,,157313.0,,463.92,,
1982-08-01,,18776.52,,,,35155.43,,,1607.48,,,,44813.03,,30787.32,,,,,25181.83,,,,,,,,,289148.16,,2683.58,21715.08,,157845.95,,492.28,,
1982-08-02,,18673.4,,,,38211.5,,,1619.75,,,,46284.63,,34637.58,,,,,25011.94,,,,,,,,,287947.32,,2687.26,21698.02,,157768.84,,485.32,,
1982-08-03,,18673.33,,,,38333.45,,,1542.7,,,,45714.81,,32580.79,,,,,25207.55,,,,,,,,,287618.46,,2637.16,21665.78,,160425.67,,441.56,,
1982-08-04,,18816.5,,,,38819.53,,,1607.13,,,,38848.5,,33138.8,,,,,25717.42,,,,,,,,,288011.82,,2545.07,23353.43,,157883.72,,466.92,,
1982-08-05,,18446.91,,,,38664.58,,,1947.84,,,,39053.52,,33147.42,,,,,26258.67,,,,,,,,,285921.02,,2501.57,23464.92,,156627.37,,467.98,,
1982-08-06,,17699.13,,,,39827.93,,,1939.73,,,,38992.04,,31638.08,,,,,26177.38,,,,,,,,,284157.21,,2785.91,23235.1,,150365.21,,476.51,,
1982-08-07,,19143.81,,,,35032.07,,,2049.54,,,,38499.6,,31947.33,,,,,24714.38,,,,,,,,,287315.03,,3184.51,24907.19,,152738.16,,508.56,,
1982-08-08,,19168.88,,,,35335.82,,,2065.24,,,,37047.69,,33829.69,,,,,23324.15,,,,,,,,,284753.97,,3392.79,24824.64,,151657.12,,459.05,,
1982-08-09,,19360.74,,,,35590.58,,,2176.76,,,,36764.92,,34659.15,,,,,21252.86,,,,,,,,,287293.04,,3572.98,24583.65,,132369.89,,462.25,,
1982-08-10,,20378.82,,,,35150.35,,,2095.08,,,,34577.82,,34981.71,,,,,20286.23,,,,,,,,,275491.85,,3460.16,24048.34,,140734.44,,460.22,,
1982-08-11,,20119.48,,,,37885.11,,,2025.04,,,,33788.24,,36352.56,,,,,21739.67,,,,,,,,,276262.21,,3837.09,23053.38,,150864.48,,447.97,,
1982-08-12,,21864.25,,,,38812.58,,,2196.67,,,,33699.37,,36010.13,,,,,21601.68,,,,,,,,,270905.7,,3782.35,22604.86,,135980.57,,454.36,,
1982-08-13,,21472.89,,,,37568.42,,,2325.95,,,,33298.82,,36200.49,,,,,22965.93,,,,,,,,,280450.34,,3314.59,23602.44,,126464.78,,461.9,,
1982-08-14,,22332.2,,,,36266.59,,,2227.48,,,,32051.83,,35641.42,,,,,22905.5,,,,,,,,,293035.41,,3186.83,23258.46,,126724.66,,452.21,,
1982-08-15,,21517.56,,,,34743.83,,,2399.89,,,,28649.84,,37730.22,,,,,23050.59,,,,,,,,,299813.92,,2701.31,22808.28,,127450.6,,447.75,,
1982-08-16,,23396.79,,,,35614.41,,,2373.23,,,,29031.84,,37773.61,,,,,23192.16,,,,,,,,,298128.25,,2560.02,23517.64,,149889.87,,465.3,,
1982-08-17,,23616.34,,,,35717.98,,,2328.24,,,,28873.86,,38399.88,,,,,21766.02,,,,,,,,,295835.17,,2767.09,23115.72,,132572.76,,492.11,,
1982-08-18,,21707.82,,,,36504.72,,,2301.44,,,,28997.13,,38153.98,,,,,22164.64,,,,,,,,,293195.32,,2812.84,22430.4,,124901.52,,503.37,,
1982-08-19,,20549.78,,,,35497.57,,,2341.08,,,,27988.94,,39614.79,,,,,22117.97,,,,,,,,,279650.42,,3088.56,23569.3,,129935.73,,497.71,,
1982-08-20,,19649.86,,,,36573.48,,,2307.96,,,,27714.45,,39726.74,,,,,21234.95,,,,,,,,,286717.31,,2559.4,23925.83,,134440.68,,488.92,,
1982-08-21,,21807.1,,,,31951.14,,,2357.37,,,,26500.41,,40702.17,,,,,20164.37,,,,,,,,,284040.63,,2521.8,23937.14,,139896.24,,508.54,,
1982-08-22,,21383.66,,,,31279.07,,,2382.47,,,,26762.07,,36803.85,,,,,18137.08,,,,,,,,,287155.43,,2605.87,20747.59,,139076.78,,493.32,,
1982-08-23,,17465.64,,,,30977.84,,,2378.98,,,,33407.66,,36873.06,,,,,17672.01,,,,,,,,,294786.55,,2994.88,19834.54,,137250.07,,503.43,,
1982-08-24,,19538.8,,,,30841.58,,,2331.87,,,,36880.56,,31379.19,,,,,17726.95,,,,,,,,,290523.04,,3212.43,19909.53,,137982.99,,496.72,,
1982-08-25,,19509.79,,,,30917.13,,,2511.85,,,,35780.73,,36214.97,,,,,18260.58,,,,,,,,,282216.24,,3089.84,19811.62,,138668.41,,494.04,,
1982-08-26,,18470.46,,,,30937.48,,,2589.73,,,,41731.75,,36107.78,,,,,21259.21,,,,,,,,,291622.7,,3218.53,19890.05,,137898.26,,505.1,,
1982-08-27,,20767.88,,,,28039.08,,,2671.55,,,,39492.19,,34593.0,,,,,21494.32,,,,,,,,,285928.21,,3952.45,20092.01,,139032.71,,476.18,,
1982-08-28,,20574.0,,,,21877.8,,,2694.66,,,,40449.1,,34647.0,,,,,21663.29,,,,,,,,,291727.05,,2923.41,21756.59,,140644.42,,483.24,,
1982-08-29,,18836.61,,,,22377.96,,,2682.25,,,,40094.91,,36110.18,,,,,21638.47,,,,,,,,,275295.4,,2841.22,22832.55,,153249.45,,454.9,,
